2P,2P%,2PA,3P,3P%,3PA,AST,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,Height,Label,MP,ORB,PF,PTS,Pick,Player,SOS,STL,School,TOV,TRB,Weight,Year
2.8,0.391,7.3,2.5,0.36,6.9,4.5,0.1,3.4,5.3,0.376,14.2,2.8,0.682,4.2,31,30,186,Role,35,0.7,2.9,16,55,Mike Taylor,5.19,1.1,Iowa State,5.4,4.1,165,2008
2.5,0.568,4.3,0,0,0,0.3,1.1,2.3,2.5,0.568,4.3,1.2,0.512,2.4,135,65,183.3,Non-NBA,16.5,1.5,2.3,6.1,56,Sasha Kaun,8.38,0.4,Kansas,0.8,3.9,250,2008
3.9,0.523,7.4,0.2,0.33,0.7,1.1,1.8,4.2,4.1,0.506,8.1,2.4,0.696,3.4,130,89,207,Non-NBA,24.9,1.8,2.5,10.9,57,James Gist,7.37,0.9,Maryland,1.8,6,235,2008
2.6,0.512,5,1.5,0.35,4.2,1.5,0.2,2.2,4,0.438,9.2,1.8,0.702,2.6,127,76,195,Role,25.3,1.2,1.9,11.3,58,Joe Crawford,8.87,0.5,Kentucky,1.6,3.4,210,2008
3.6,0.498,7.1,0.4,0.294,1.3,1.5,0.9,3.5,3.9,0.467,8.4,2.8,0.616,4.5,128,125,201,Non-NBA,29.3,1.9,3.1,11,59,Deron Washington,6.31,1.2,Virginia Tech,1.7,5.4,202,2008
7.1,0.622,11.4,0,0.3,0.1,2.1,1,8.3,7.1,0.618,11.5,4.5,0.589,7.7,68,63,183,Star,30.9,3.6,2.5,18.8,1,Blake Griffin,7.37,1.1,Oklahoma,2.8,11.8,251,2009
3.6,0.611,5.9,0,0,0,0.4,4.2,5.4,3.6,0.611,5.9,3.1,0.625,5,100,99,219,Role,29.3,3,2.6,10.3,2,Hasheem Thabeet,7.14,0.4,UConn,1.8,8.5,263,2009
4.6,0.57,8,1.5,0.376,3.9,3.7,0.4,4.1,6,0.506,11.9,5.4,0.755,7.2,69,68,195,Star,35,1.3,2.5,19,3,James Harden,7.05,1.9,Arizona State,3,5.4,218,2009
5.3,0.514,10.3,0.9,0.274,3.4,3.9,0.8,4.1,6.2,0.455,13.6,3.7,0.711,5.2,37,35,198,Starter,29,1.3,2.4,17.1,4,Tyreke Evans,4.63,2.1,Memphis,3.6,5.4,219,2009
4.2,0.525,8.1,1.4,0.333,4.2,6,0.2,2.1,5.6,0.46,12.2,4,0.782,5.1,73,73,180,Role,36.5,0.6,1.5,16.6,6,Jonny Flynn,8.72,1.5,Syracuse,3.1,2.7,185,2009
4.4,0.53,8.3,4,0.412,9.7,3.7,0.3,3.8,8.4,0.467,17.9,4.6,0.876,5.3,104,103,189,Star,32.6,0.8,2.4,25.3,7,Stephen Curry,-1.31,2.1,Davidson,3,4.5,185,2009
5.1,0.578,8.8,0,0,0,0.8,1.4,5.1,5.1,0.578,8.8,2.3,0.636,3.6,97,79,183,Role,27,2.8,2.7,12.5,8,Jordan Hill,9.93,0.5,Arizona,2,7.9,235,2009
5.3,0.562,9.5,0.2,0.167,1,1.5,0.4,3.3,5.5,0.523,10.5,2.7,0.646,4.2,35,35,201,Star,33.4,2.4,2.1,13.9,9,DeMar DeRozan,9.15,0.9,USC,2.1,5.7,220,2009
2.7,0.457,6,1.4,0.32,4.4,3.9,0.6,5.5,4.1,0.4,10.3,1.5,0.589,2.6,140,127,198,Role,32.2,1.5,1.9,11.2,11,Terrence Williams,7.65,1.5,Louisville,2.4,6.9,220,2009
0,0,0,0,0,0,2.5,0,0,6.6,0.481,13.8,1.7,0.627,2.8,103,0,186,Starter,32.9,0,2.6,15,12,Gerald Henderson,-6.47,0,VCU,0,3.2,175,2009
6.5,0.541,12.1,0.1,0.316,0.3,1.1,0.5,5.2,6.6,0.536,12.3,6.9,0.791,8.7,142,141,207,Role,30.9,3.4,2.5,20.2,13,Tyler Hansbrough,8.39,1.3,UNC,2.1,8.6,250,2009
3.5,0.512,6.8,0.5,0.298,1.8,1.7,1.2,4.9,4,0.467,8.6,2,0.64,3.2,104,63,207,Role,26.7,2.1,1.7,10.6,14,Earl Clark,8.03,0.9,Louisville,2.1,7,225,2009
3.2,0.495,6.4,0.9,0.422,2.2,1,1.9,4.9,4.1,0.477,8.6,2.5,0.79,3.1,67,34,183.3,Role,22.5,0.9,2.6,11.6,15,Austin Daye,2.85,0.7,Gonzaga,1.9,5.8,200,2009
2.9,0.394,7.3,1.7,0.37,4.6,3.8,0.1,2.7,4.6,0.385,11.9,2.8,0.792,3.5,127,127,180,Role,33.7,0.8,2.3,13.6,16,James Johnson,-7.53,1.5,Quinnipiac,2.2,3.5,195,2009
2.4,0.528,4.6,0.8,0.307,2.5,3.7,0.5,2.5,3.2,0.45,7.1,1.3,0.726,1.8,35,35,189,Star,27.1,1.3,2.1,8.5,17,Jrue Holiday,7.19,1.6,UCLA,2.1,3.8,180,2009
3.3,0.568,5.9,1.1,0.403,2.6,5.8,0.1,2.3,4.4,0.517,8.5,3.2,0.78,4.1,105,95,153.3,Starter,27,0.6,2,13.1,18,Ty Lawson,8.59,1.8,UNC,2.1,2.9,195,2009
3.9,0.477,8.2,1.3,0.421,3,3,0.6,2.5,5.2,0.462,11.2,4.8,0.812,5.9,61,52,186,Starter,30.9,0.5,2.3,16.4,19,Jeff Teague,8.09,1.9,Wake Forest,3,3,180,2009
3.9,0.477,8.3,1.1,0.37,3,5.2,0.2,2.9,5,0.449,11.2,3.9,0.791,4.9,130,104,186,Role,30.7,0.5,2,15,20,Eric Maynor,-0.76,1.3,VCU,2.4,3.4,175,2009
2.8,0.494,5.7,1.2,0.435,2.7,4.1,0.1,1.8,4,0.475,8.3,2.5,0.851,2.9,142,104,183,Starter,29.2,0.4,1.4,11.5,21,Darren Collison,8.25,1.6,UCLA,2.4,2.3,160,2009
4.8,0.58,8.2,0,0,0,1.4,2.4,5.6,4.8,0.58,8.2,2.9,0.629,4.6,105,104,207,Role,32.7,2.9,3.1,12.4,26,Taj Gibson,8.54,0.7,USC,2.5,8.5,225,2009
5.6,0.57,9.7,0.3,0.311,0.9,1.8,0.7,4.3,5.8,0.549,10.6,3,0.624,4.8,70,68,204,Role,26.8,2.6,2.4,14.9,27,DeMarre Carroll,0,1.4,Missouri,1.5,6.9,225,2009
3.4,0.513,6.6,2,0.397,5,2.2,0.1,3,5.4,0.463,11.6,2,0.809,2.5,115,112,192,Role,28.5,1.1,1.5,14.7,28,Wayne Ellington,8.59,0.9,UNC,1.5,4.1,200,2009
3.9,0.491,7.9,1.8,0.376,4.8,2.9,0.3,2.5,5.7,0.448,12.6,3.6,0.806,4.5,99,95,183,Role,33.8,0.8,2.2,16.7,29,Toney Douglas,0,1.9,Florida State,2.6,3.3,205,2009
3.8,0.536,7,2.1,0.376,5.5,1.4,0.4,2.3,5.8,0.466,12.5,2.5,0.764,3.3,122,60,192,Role,25.8,1.5,1.7,16.2,32,Jermaine Taylor,0.56,0.9,UCF,2.2,3.9,205,2009
3.7,0.525,7,0,0.333,0,1,0.8,3.4,3.7,0.524,7.1,2.2,0.693,3.2,139,104,207,Role,27.2,2.5,2.8,9.6,33,Dante Cunningham,8.7,1.2,Villanova,1.8,5.9,230,2009
2.2,0.522,4.2,1.4,0.353,4.1,1.3,0.6,3.1,3.6,0.439,8.3,2.5,0.727,3.4,101,98,204,Non-NBA,27.6,1.3,2.4,11.2,35,DaJuan Summers,8.56,1,Georgetown,2.2,4.4,236,2009
4.2,0.539,7.8,0.8,0.356,2.3,1,0.8,3.2,5,0.498,10.1,2.4,0.692,3.4,143,78,198,Role,25.5,1.8,1.7,13.2,36,Sam Young,8,0.8,Pitt,1.9,5,220,2009
5.5,0.568,9.6,0,0,0,1.1,1,6,5.5,0.568,9.6,2.7,0.614,4.3,72,71,201,Role,26.6,4.7,2.8,13.6,37,DeJuan Blair,8.23,1.6,Pitt,1.6,10.7,265,2009
5.5,0.534,10.3,0,0,0,1,0.1,6.1,5.5,0.534,10.3,2.8,0.612,4.6,131,129,201,Role,28.7,3.7,2.8,13.8,38,Jon Brockman,7.16,0.8,Washington,2.1,9.8,255,2009
3.2,0.61,5.3,0.5,0.415,1.2,1.5,0.8,3.7,3.7,0.573,6.5,2.4,0.718,3.3,106,72,204,Role,25,1.9,2.5,10.3,40,Derrick Brown,4.5,0.7,Xavier,1.6,5.6,227,2009
2.6,0.491,5.2,2.2,0.386,5.7,1.6,0.1,2.4,4.8,0.436,10.9,3.7,0.89,4.1,81,42,195,Role,27.7,0.7,1.6,15.4,41,Jodie Meeks,7.77,1.1,Kentucky,1.8,3,208,2009
2.1,0.463,4.6,2,0.382,5.2,2.8,0.4,4.4,4.1,0.42,9.7,2.8,0.73,3.9,70,67,183,Starter,34.1,1.2,2.3,13,42,Patrick Beverley,7.74,1.5,Arkansas,2,5.5,180,2009
4.5,0.51,8.9,2.5,0.382,6.7,1.8,0.3,3.5,7.1,0.455,15.6,3.7,0.771,4.8,66,65,192,Role,32.7,2,2,20.4,43,Marcus Thornton,4.46,1.5,LSU,2,5.5,205,2009
4.1,0.524,7.8,1.9,0.383,5,2.8,0.4,4.4,6,0.469,12.8,3.1,0.782,4,100,100,201,Role,35.4,1.4,1.8,17,44,Chase Budinger,9.93,1.3,Arizona,2.1,5.8,218,2009
3.5,0.507,6.8,1.8,0.38,4.8,6.3,0.1,4.3,5.3,0.455,11.6,3.9,0.715,5.4,72,71,198,Role,33,1,2,16.3,45,Nick Calathes,4.43,1.8,Florida,3.1,5.3,194,2009
2.1,0.522,4.1,1.3,0.375,3.4,1.8,1.1,2.7,3.4,0.455,7.4,1.4,0.845,1.6,145,39,195,Starter,19.9,1.4,1.9,9.4,46,Danny Green,8.39,1.1,UNC,1.4,4.1,210,2009
2.2,0.493,4.5,0.1,0.22,0.5,1,0.8,3,2.3,0.468,4.9,1.9,0.721,2.6,129,78,201,Non-NBA,22.3,1.7,2.5,6.6,48,Taylor Griffin,7.19,0.9,Oklahoma,1.4,4.8,238,2009
3.1,0.536,5.8,0.2,0.348,0.5,1.6,0.7,4.3,3.3,0.521,6.2,1.4,0.753,1.8,134,91,183,Non-NBA,24,2.3,2.4,8.1,50,Goran Suton,8.19,0.8,Michigan State,1.8,6.6,245,2009
2.7,0.416,6.5,3,0.44,6.8,2.5,0,2.2,5.7,0.428,13.3,3.5,0.9,3.9,95,83,183,Non-NBA,31.7,0.5,1.9,17.9,51,Jack McClinton,0,0.7,Miami (FL),2.5,2.7,185,2009
2.6,0.453,5.7,3.8,0.374,10.1,2.3,0.4,3.7,6.4,0.402,15.8,2.8,0.81,3.4,67,67,195,Non-NBA,36,0.6,1.9,19.3,54,Robert Vaden,0,1,UAB,2.7,4.2,205,2009
5.8,0.53,10.8,3.5,0.372,9.5,4.4,0.6,5.7,9.3,0.456,20.4,4.4,0.858,5.2,65,64,189,Role,36.5,2.2,2.7,26.6,58,Lester Hudson,-5.64,2.6,UT-Martin,3.6,7.9,190,2009
2,0.633,3.1,0,0,0,0.2,0.9,2.7,2,0.633,3.1,1.2,0.578,2,90,30,183,Non-NBA,13.8,1.6,1.7,5.1,59,Chinemelu Elonu,6.24,0.2,Texas A&M,1.1,4.4,235,2009
3,0.493,6,0.3,0.312,1.1,1,1.5,3.9,3.3,0.466,7.1,2.4,0.692,3.4,148,111,207,Non-NBA,25,2.6,2.6,9.3,60,Robert Dozier,4.63,1,Memphis,1.7,6.5,220,2009
4.5,0.509,8.8,1,0.325,3.1,6.5,0.5,3.5,5.5,0.461,11.8,4.7,0.754,6.3,37,37,192,Star,34.8,0.8,1.9,16.6,1,John Wall,6.82,1.8,Kentucky,4,4.3,195,2010
4.8,0.525,9.1,0.5,0.362,1.5,4.1,0.7,5.3,5.3,0.502,10.6,3.8,0.758,5,101,94,201,Role,32.8,1.5,2.7,15,2,Evan Turner,7.86,1.6,Ohio State,3.5,6.8,210,2010
5,0.613,8.1,0,0,0,1,2.1,5.4,5,0.611,8.1,2.5,0.629,4,36,35,183,Role,27.5,3,2.6,12.4,3,Derrick Favors,9.02,0.9,Georgia Tech,2.5,8.4,246,2010
0.5,0.529,1,0,0,0,0.1,0.3,0.8,0.5,0.529,1,0.6,0.508,1.2,52,8,204,Role,8.8,0.7,1.4,1.6,4,Wesley Johnson,-3.91,0.2,Charleston Southern,0.3,1.5,210,2010
5.4,0.565,9.6,0,0.167,0.2,1,1.8,5.8,5.4,0.558,9.7,4.3,0.604,7.1,38,37,183.3,Star,23.5,4.1,3.2,15.1,5,DeMarcus Cousins,6.82,1,Kentucky,2.1,9.8,270,2010
5.1,0.505,10.1,0.2,0.269,0.7,2.7,3.7,6.2,5.3,0.49,10.8,3.1,0.685,4.5,36,36,183,Role,35.1,3.6,2.4,13.9,6,Ekpe Udoh,0,0.8,Baylor,2.4,9.8,240,2010
5.2,0.558,9.3,0.1,0.273,0.5,3.2,1.5,6.1,5.3,0.543,9.8,3.7,0.677,5.5,65,65,183.3,Starter,32.6,2.1,2.5,14.5,7,Greg Monroe,9.26,1.5,Georgetown,2.9,8.2,247,2010
4.6,0.522,8.9,0.4,0.238,1.7,1.4,1.3,6.1,5,0.476,10.6,3.9,0.687,5.7,62,60,207,Role,30.1,3.3,2.8,14.4,8,Al-Farouq Aminu,8.1,1.2,Wake Forest,2.9,9.4,215,2010
2.6,0.569,4.6,1.7,0.369,4.6,1.8,0.9,5.7,4.3,0.47,9.2,4.1,0.824,4.9,69,69,204,Star,33.1,1.7,2.1,14.4,9,Gordon Hayward,3.57,1.3,Butler,2,7.4,207,2010
3.1,0.485,6.5,1.9,0.396,4.9,2.4,0.9,4.8,5.1,0.447,11.4,3.4,0.803,4.2,63,63,201,Star,33.9,1.9,2.8,15.5,10,Paul George,1.13,2,Fresno State,2.7,6.7,210,2010
3.5,0.574,6.1,0,0,0,0.6,2.3,5.5,3.5,0.574,6.1,2.3,0.729,3.2,111,71,183.3,Non-NBA,21,2.3,2.1,9.4,11,Cole Aldrich,8.12,0.5,Kansas,1.2,7.7,245,2010
2.6,0.492,5.3,1.9,0.418,4.6,1.5,0.5,3.2,4.5,0.458,9.8,2.5,0.783,3.2,36,36,198,Role,27.5,1.2,1.8,13.4,12,Xavier Henry,8.25,1.5,Kansas,1.9,4.4,220,2010
3.4,0.548,6.3,0,0,0,0.7,2.1,5.3,3.4,0.548,6.3,2.3,0.623,3.7,61,25,183,Role,22.2,2.4,1.9,9.2,13,Ed Davis,9.09,0.4,UNC,1.4,7.7,225,2010
6.1,0.604,10.1,0.2,0.329,0.8,1.5,1.6,5.3,6.4,0.585,10.9,3.2,0.734,4.3,97,97,207,Role,34,2.9,2.1,16.1,14,Patrick Patterson,6.24,0.7,Kentucky,1.6,8.2,235,2010
4.1,0.526,7.7,0,0.25,0.2,0.5,2.7,5.2,4.1,0.52,7.9,2.1,0.577,3.6,101,82,183,Role,23.5,2.5,3.1,10.3,15,Larry Sanders,-0.69,0.6,VCU,1.5,7.7,235,2010
5.4,0.494,11,1.1,0.421,2.6,1.8,0.8,6.2,6.5,0.48,13.6,5.2,0.893,5.8,68,68,207,Role,34.9,2,2.2,19.4,16,Luke Babbitt,1.98,0.9,Nevada,2.1,8.1,225,2010
2.6,0.516,5,1.3,0.383,3.5,2.9,0.3,2.6,3.9,0.462,8.4,2.2,0.667,3.3,37,35,183,Starter,30.3,0.5,2.2,11.3,18,Eric Bledsoe,6.82,1.4,Kentucky,3,3.1,190,2010
3.4,0.457,7.5,1.2,0.375,3.3,2.1,0.5,1.9,4.7,0.432,10.8,1.1,0.545,1.9,34,32,186,Starter,29.5,1,2.4,11.6,19,Avery Bradley,7.38,1.3,Texas,1.5,2.9,180,2010
0.7,0.463,1.4,0,0,0,0.2,0.4,0.7,0.7,0.463,1.4,0.3,0.39,0.7,87,1,183,Role,6.3,0.5,1.6,1.6,20,James Anderson,4.3,0.1,BYU,0.2,1.3,240,2010
5.2,0.48,10.9,0.7,0.292,2.5,1.6,1,6,6,0.445,13.4,3.4,0.726,4.7,96,95,183,Non-NBA,31.8,1.7,2,16,21,Craig Brackins,7.34,0.5,Iowa State,2,7.7,230,2010
3.5,0.527,6.6,1.8,0.366,4.8,3.8,0.1,3.2,5.2,0.459,11.4,5.7,0.758,7.5,34,34,192,Role,33.3,0.7,2,17.9,22,Elliot Williams,0,1.3,Memphis,2.9,4,180,2010
5,0.574,8.6,0.2,0.324,0.5,1.7,1.9,4.9,5.1,0.559,9.2,2.4,0.624,3.9,134,134,201,Role,28.4,3,2.3,12.9,23,Trevor Booker,7.85,1.1,Clemson,1.9,7.9,240,2010
4.2,0.506,8.4,0.7,0.364,2,1.1,1.1,6.3,5,0.479,10.4,2.8,0.64,4.4,142,140,201,Role,29.3,2.9,2.8,13.5,24,Damion James,7.54,1,Texas,1.8,9.3,225,2010
4.5,0.512,8.9,1.7,0.323,5.2,3.5,0.4,3.9,6.2,0.442,14.1,4.8,0.737,6.5,95,94,192,Non-NBA,36.5,1.5,2.6,18.9,25,Dominique Jones,7.32,1.5,South Florida,2.6,5.4,205,2010
4.4,0.528,8.3,0.4,0.327,1.2,1.7,0.3,3.2,4.8,0.503,9.5,3.1,0.768,4.1,136,102,201,Role,27.3,2.4,2.5,13.1,26,Quincy Pondexter,7.55,0.8,Washington,1.9,5.6,215,2010
5.2,0.501,10.3,2.3,0.391,5.8,2.9,0.2,3.8,7.4,0.462,16.1,3.4,0.773,4.4,35,34,192,Role,32.8,1,1.6,20.5,27,Jordan Crawford,0,1.3,Xavier,2.4,4.7,195,2010
1.3,0.539,2.3,0,0,0.1,0.4,1.4,2.1,1.3,0.527,2.4,0.9,0.524,1.7,38,0,183.3,Role,13.2,1.2,2.3,3.4,29,Daniel Orton,6.82,0.6,Kentucky,1,3.3,255,2010
3.6,0.497,7.3,1.2,0.357,3.4,0.9,0.3,4.4,4.8,0.452,10.7,2.6,0.789,3.3,138,118,198,Non-NBA,26.4,2.2,2.7,13.5,30,Lazar Hayward,7.79,1.1,Marquette,1.7,6.6,225,2010
2.5,0.623,4,0,0,0,0.3,0.9,1.9,2.5,0.623,4,1.6,0.601,2.6,134,59,183,Non-NBA,12.2,2,2,6.6,32,Dexter Pittman,7.54,0.2,Texas,1.1,3.9,290,2010
4.8,0.522,9.2,0.1,0.6,0.1,0.3,5.4,6.2,4.9,0.524,9.4,3.2,0.588,5.5,34,23,210,Starter,26.1,2.7,2.4,13.1,33,Hassan Whiteside,1.57,0.6,Marshall,1.9,8.9,235,2010
4.7,0.514,9.2,0.7,0.289,2.4,4.4,0.2,2.9,5.4,0.467,11.6,2.8,0.75,3.7,101,99,189,Non-NBA,32.7,0.8,1.7,14.3,34,Armon Johnson,1.28,0.8,Nevada,2.7,3.7,195,2010
3.4,0.491,7,1.9,0.347,5.4,1.9,0.2,2.8,5.3,0.429,12.3,2,0.68,3,66,55,195,Non-NBA,30.8,1.2,1.8,14.5,36,Terrico White,5.59,0.8,Ole Miss,1.5,4,213,2010
4.4,0.465,9.5,1.1,0.361,3.1,4.6,0.4,7.1,5.5,0.44,12.5,3.7,0.653,5.7,35,35,201,Non-NBA,33.6,2.1,1.9,15.9,37,Darington Hobson,3.84,1.3,New Mexico,3,9.3,205,2010
0.6,0.506,1.2,2.2,0.374,5.9,2.7,0.2,2.2,2.8,0.396,7.1,0.9,0.763,1.2,127,65,195,Non-NBA,24.4,0.4,1.9,8.8,38,Andy Rautins,7.83,1.4,Syracuse,1.7,2.6,195,2010
3.1,0.51,6,0.8,0.342,2.3,1.6,0.4,3.5,3.9,0.463,8.4,2.3,0.676,3.3,129,65,201,Role,23.6,1.6,1.6,10.8,39,Landry Fields,7.35,0.9,Stanford,1.5,5,215,2010
4.3,0.495,8.7,0.5,0.219,2.1,2.5,0.2,3.5,4.8,0.44,10.8,2.3,0.664,3.5,34,32,195,Role,28.2,1.9,1.9,12.3,40,Lance Stephenson,8.45,0.9,Cincinnati,2.4,5.4,210,2010
3.9,0.591,6.6,0,0.25,0,0.6,4,5.3,3.9,0.589,6.6,2.2,0.595,3.6,141,119,207,Role,25.5,2.5,2.4,10,41,Jarvis Varnado,5.47,0.5,Mississippi State,1.4,7.8,230,2010
3.7,0.5,7.3,1.4,0.353,4,1.9,0.2,3.6,5.1,0.448,11.3,2.8,0.732,3.8,146,110,201,Non-NBA,30.8,1.8,2.3,14.3,42,Da'Sean Butler,7.8,1.1,West Virginia,1.7,5.5,230,2010
3.9,0.51,7.6,0.1,0.114,1,2.6,0.7,5.2,4,0.463,8.6,3.1,0.736,4.2,69,65,207,Role,32.1,2.8,1.7,11.2,43,Devin Ebanks,9.3,0.9,West Virginia,2.1,7.9,215,2010
4.1,0.567,7.2,0,0,0,0.8,2.5,5.2,4.1,0.567,7.2,3.1,0.696,4.5,133,119,210,Non-NBA,24.2,2.2,2.5,11.3,44,Jerome Jordan,2.63,0.4,Tulsa,2,7.4,251,2010
4.5,0.55,8.2,0,0,0,0.4,1.3,4.5,4.5,0.548,8.2,2.8,0.552,5,99,91,207,Non-NBA,24.3,2.7,2.4,11.8,46,Gani Lawal,8.64,0.6,Georgia Tech,2.1,7.2,234,2010
3.9,0.573,6.9,0.1,0.235,0.6,0.8,0.8,5.2,4.1,0.547,7.4,2.1,0.697,3,30,21,207,Non-NBA,24,2.8,2.8,10.3,47,Tiny Gallon,7.79,0.7,Oklahoma,2.3,7.9,300,2010
3.5,0.535,6.6,0,0,0,0.4,2.1,3.3,3.5,0.534,6.6,2.1,0.745,2.9,77,68,213,Non-NBA,22,2.1,2.1,9.1,50,Solomon Alabi,7.34,0.5,Florida State,1.7,5.4,251,2010
5.1,0.521,9.8,0,0.5,0,0.9,1.9,4.7,5.1,0.521,9.9,2.8,0.657,4.2,64,63,183.3,Non-NBA,29.2,3.1,2.9,13.1,51,Magnum Rolle,0,0.8,Louisiana Tech,2.1,7.8,225,2010
6.9,0.486,14.3,0.3,0.326,1,1.6,0.7,6.5,7.3,0.476,15.3,4.4,0.782,5.6,129,108,204,Role,29.2,3,2.4,19.2,52,Luke Harangody,6.73,0.8,Notre Dame,1.8,9.5,246,2010
3.2,0.55,5.8,1.7,0.35,4.9,3.5,0.1,2.1,4.9,0.459,10.6,3.8,0.788,4.8,57,53,192,Non-NBA,31.7,0.6,2.3,15.2,54,Willie Warren,7.33,1.1,Oklahoma,2.8,2.6,199,2010
3.1,0.654,4.7,0.1,0.364,0.2,0.5,1.7,3.5,3.2,0.639,5,1.5,0.684,2.2,134,130,207,Role,23.5,2.4,2.4,7.9,55,Jeremy Evans,-1.72,0.6,Western Kentucky,1,5.9,196,2010
2.2,0.542,4,0,0,0,0.4,2.9,3.7,2.2,0.539,4,1.5,0.592,2.5,124,85,210,Non-NBA,22.1,1.8,2.7,5.8,56,Hamady N'Diaye,6.36,0.4,Rutgers,1.4,5.5,235,2010
1.9,0.494,3.8,0,1,0,0.7,0.6,2.2,1.9,0.495,3.8,1.2,0.604,2,126,66,204,Non-NBA,20.2,1.7,1.9,5,57,Ryan Reid,7.66,0.5,Florida State,1.6,3.9,235,2010
5.3,0.585,9.1,0.1,0.267,0.6,1.1,0.9,5.4,5.5,0.567,9.7,3,0.672,4.4,27,22,207,Non-NBA,26.7,2.7,3,14.1,58,Derrick Caracter,0,1,UTEP,2.9,8.1,275,2010
3.3,0.52,6.3,0.6,0.351,1.7,1,1,4.1,3.9,0.485,8,1.4,0.646,2.2,126,103,207,Non-NBA,26.2,2.1,1.6,9.8,59,Stanley Robinson,7.64,0.6,UConn,1.7,6.2,210,2010
3.7,0.565,6.5,0,0,0,0.9,0.7,4,3.7,0.565,6.5,2.5,0.563,4.5,126,99,204,Non-NBA,23.6,3,2.1,9.9,60,Dwayne Collins,7.58,0.7,Miami (FL),1.8,7,241,2010
3.4,0.569,5.9,1.6,0.462,3.5,4.3,0.5,2.8,5,0.529,9.5,5.8,0.901,6.5,11,8,186,Star,27.5,0.5,2.1,17.5,1,Kyrie Irving,8.32,1.5,Duke,2.5,3.4,180,2011
1.3,0.4,3.1,2,0.431,4.6,3.2,0,0,3.2,0.418,7.7,2.7,0.813,3.4,27,27,177,Role,0,0,0,11.1,2,Derrick Williams,-9.79,1.3,Birmingham-Southern,0,3.2,0,2011
2.2,0.472,4.6,1.4,0.396,3.6,1.3,0.1,2.1,3.6,0.439,8.2,4.1,0.816,5,128,99,195,Starter,25.5,0.6,1.8,12.7,4,Tristan Thompson,-3.82,0.6,North Texas,1.7,2.8,193,2011
3.4,0.461,7.4,2.3,0.377,6.1,4.2,0.2,3.4,5.7,0.423,13.5,3.6,0.795,4.5,38,38,189,Starter,35.9,0.7,2.2,17.3,8,Brandon Knight,8.91,0.7,Kentucky,3.2,4,185,2011
4.1,0.469,8.7,1.1,0.326,3.5,4.1,0.3,3.4,5.2,0.428,12.2,4.5,0.783,5.8,111,77,183,Star,32.9,1,1.5,16.1,9,Kemba Walker,9.39,1.7,UConn,2.3,4.4,172,2011
3.9,0.497,7.8,2.1,0.394,5.4,3.7,0.1,2.1,6,0.455,13.3,4.5,0.882,5.1,139,102,186,Role,29.6,0.5,1.2,18.7,10,Jimmer Fredette,3.56,1.2,BYU,2.5,2.6,195,2011
3.6,0.45,8.1,2.5,0.39,6.3,2.6,0.8,3.9,6.1,0.424,14.4,3.2,0.827,3.9,98,96,198,Star,34.4,0.9,2.5,17.9,11,Klay Thompson,6.32,1.3,Washington State,2.9,4.8,200,2011
5.5,0.533,10.4,0.7,0.313,2.2,2.4,0.4,3.6,6.2,0.495,12.6,5.9,0.804,7.3,68,67,198,Role,30.9,2.2,2.4,19,12,Alec Burks,6.65,1.1,Colorado,2.3,5.8,195,2011
2.8,0.579,4.8,0.3,0.404,0.9,1.2,0.9,4.1,3.1,0.553,5.7,1.9,0.653,2.9,109,43,183,Role,19.3,2,2.7,8.5,13,Markieff Morris,7.92,0.6,Kansas,1.6,6.1,245,2011
4.3,0.585,7.3,0.4,0.358,1.1,1.3,0.4,3.8,4.7,0.555,8.4,2.9,0.66,4.3,109,90,207,Starter,24,2.4,2.6,12.6,14,Marcus Morris,7.92,0.9,Kansas,1.6,6.2,235,2011
4.8,0.497,9.7,0.6,0.25,2.3,2.2,0.6,6.9,5.4,0.449,12,2.8,0.744,3.7,70,69,201,Star,31.9,3.3,2.5,14.1,15,Kawhi Leonard,5.29,1.4,San Diego State,2.2,10.2,225,2011
3,0.45,6.7,1.2,0.305,4,4.2,0.2,3.4,4.2,0.396,10.6,3.1,0.738,4.1,92,91,195,Role,31.3,1.1,2.7,12.7,17,Iman Shumpert,7.34,2.3,Georgia Tech,3,4.5,212,2011
2.4,0.476,5.1,1.1,0.33,3.3,1.5,1.4,4.2,3.5,0.419,8.4,2.1,0.592,3.5,95,91,207,Role,29.1,2,3.1,10.3,18,Chris Singleton,7.05,1.9,Florida State,2.4,6.2,220,2011
4.8,0.497,9.6,0.7,0.303,2.2,1.3,0.9,5.3,5.4,0.46,11.8,3.8,0.753,5,34,33,204,Star,29.2,2,2.1,15.3,19,Tobias Harris,8.73,0.7,Tennessee,1.8,7.3,226,2011
3.5,0.482,7.3,1.2,0.368,3.2,2.8,0.1,2,4.7,0.448,10.4,2.9,0.8,3.6,143,97,186,Non-NBA,26.9,0.8,1.9,13.4,21,Nolan Smith,8.97,1,Duke,2,2.8,185,2011
5.7,0.572,10,0,0.25,0.1,0.9,1.8,7.9,5.8,0.569,10.1,3.2,0.583,5.6,136,122,204,Role,29.1,4.4,3.1,14.8,22,Kenneth Faried,-4.03,1.7,Morehead State,2.2,12.3,228,2011
3.4,0.527,6.4,1.2,0.351,3.5,3.5,0.5,3,4.6,0.465,9.9,2.3,0.753,3,99,52,189,Starter,28,1.4,1.7,12.7,24,Reggie Jackson,7.25,0.8,Boston College,2.1,4.4,208,2011
